"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","hp_to_1b",""
"Davis, Chris","448801","2019",".179",".326",".276","89.1","14.1",39.8,"18",10.5,8.8,28.1,39.2,57.3,25.1,36.3,74.4,"4.75",
"Fowler, Dexter","451594","2019",".238",".409",".346","85.5","12.9",40.6,"26",7.4,4.6,28,28.7,66.8,23.4,56.9,78.5,"4.3",
"Flowers, Tyler","452095","2019",".229",".413",".319","90.1","11.1",31.5,"19",11.3,4.8,20.8,41.1,68,26.6,43.7,71.2,"4.6",
"Pence, Hunter","452254","2019",".297",".552",".358","91.5","9.9",36.1,"20",9.1,8.7,22.4,42.6,73.3,34.6,58.8,74.9,"4.19",
"Cabrera, Asdrubal","452678","2019",".260",".441",".342","89.1","14.4",37.3,"20",5.7,6.3,26.2,35.3,66.4,25.1,68,83.2,"4.68",
"Blackmon, Charlie","453568","2019",".314",".576",".364","88.7","14.6",36.8,"40",8.3,7.9,26.4,40.3,70.4,30.5,66.9,86,"4.35",
"Frazier, Todd","453943","2019",".251",".443",".329","88.3","17.1",34.6,"25",7.3,7,21.4,38.3,62.2,26,55.1,83.4,"4.57",
"Maldonado, Martin","455117","2019",".213",".378",".293","88.1","12.7",26,"19",7.6,6.8,20,34.6,62.5,28.4,54.5,84.5,"4.86",
"Chirinos, Robinson","455139","2019",".238",".443",".347","87","16.9",35.5,"19",7.7,6.9,25,37,67.7,29.9,45.3,76.9,"4.69",
"Markakis, Nick","455976","2019",".285",".420",".356","91.2","7.3",34.1,"11",3,4.7,34.1,44.3,60.2,24.9,79,90.4,"4.44",
"Cain, Lorenzo","456715","2019",".260",".372",".325","89.5","6.9",31.1,"19",4.1,5.2,27.6,42.1,65.3,25.2,58.3,90.1,"4.26",
"Turner, Justin","457759","2019",".290",".509",".372","90.3","17.8",38.6,"31",7.8,9.3,28.8,43,66.6,24.5,72.2,86.8,"4.56",
"Posey III, Buster","457763","2019",".257",".368",".320","88.6","9.1",32.4,"16",4.8,6.8,24.4,36.3,67.6,28,66.8,87.5,"4.85",
"Bruce, Jay","457803","2019",".216",".523",".261","90.2","21.6",33.8,"31",13.4,8.2,19,43.7,79.7,37,50.8,79.6,"4.36",
"Votto, Joey","458015","2019",".261",".411",".357","88.9","15.2",40.7,"28",6.9,5.7,28.4,38.2,65.5,18.5,63,86.2,"4.79",
"Gardner, Brett","458731","2019",".251",".503",".325","87.7","13.9",28.8,"15",3.9,6,22.8,32.6,55.5,22.5,59.1,88.3,"4.06",
"Braun, Ryan","460075","2019",".285",".505",".343","91.5","7.3",33.3,"34",9.5,5.3,22.1,45.3,72,34.7,56.1,86.8,"4.47",
"Gordon, Alex","460086","2019",".266",".396",".345","88.7","9.3",33.7,"25",5.4,5.8,23.1,38.4,71,26.8,58.8,85.2,"4.6",
"Andrus, Elvis","462101","2019",".275",".393",".313","88.4","7.2",32.5,"18",3.5,4.5,28.4,34.8,61.2,32.6,62.9,90.2,"4.4",
"Cabrera, Melky","466320","2019",".280",".399",".313","88.2","8.9",32.8,"7",2.1,4.7,29,33,72,34.4,72.7,91.4,"4.51",
"Ramos, Wilson","467092","2019",".288",".416",".351","90","-0.1",25.8,"19",4.7,3.7,27,42.5,74.9,34.1,65.6,86.2,"4.96",
"Santana, Carlos","467793","2019",".281",".515",".397","91.8","11.7",29.1,"45",9.6,5.8,23.1,44.9,63.7,17.9,64,84.5,"4.56",
"Parra, Gerardo","467827","2019",".234",".391",".293","86.2","10.2",35.8,"10",4.6,5,26.1,21.6,71.8,31.8,60.2,84.9,"4.43",
"Belt, Brandon","474832","2019",".234",".403",".339","87.3","22.4",41.4,"35",8.7,9.7,22.3,35.7,75.3,22.7,57.3,83.9,"4.68",
"Alonso, Yonder","475174","2019",".199",".346",".296","88.1","14.1",32.6,"12",5.4,6.7,25.4,39.3,70.9,27,54.5,84,"4.98",
"Smoak, Justin","475253","2019",".208",".406",".342","90.3","16.7",37.5,"34",11,8.4,24.3,39.8,63.2,19.7,50,85.7,"4.97",
"Brantley Jr., Michael","488726","2019",".311",".503",".372","88.8","10.6",36.3,"28",5.5,6.8,27.1,37.3,61,26,76.1,94.3,"4.47",
"Gurriel, Yuli","493329","2019",".298",".541",".343","89.3","14.3",33.5,"18",3.6,4.2,28.9,38.1,66.7,34.4,75.3,90.5,"4.32",
"Rojas, Miguel","500743","2019",".284",".379",".331","87.4","9.1",31.9,"11",2.6,2.3,28.3,28.8,64.4,29.8,69.3,89.6,"4.53",
"Escobar, Eduardo","500871","2019",".269",".511",".320","87.8","18.4",38.6,"36",7,7.9,23.4,31.4,71.4,37.8,64.7,82,"4.24",
"Martinez, Jose","500874","2019",".269",".410",".340","88.9","6.9",36.6,"18",7.1,8.7,25.6,39.3,61.3,26.6,65.1,82.1,"4.54",
"Davis, Khris","501981","2019",".220",".387",".293","90.2","13.1",31.5,"33",9.8,8,21.7,40.4,79.8,27.3,42.8,73.3,"4.84",
"Pham, Tommy","502054","2019",".273",".450",".369","90.9","5.2",29.7,"35",7.9,4.9,24,45,61.6,16.4,53.2,87.3,"4.38",
"Martinez, J.D.","502110","2019",".304",".557",".383","91.3","12.5",40.7,"52",11.8,7.5,29.2,47.9,72.6,29.8,51.8,83.5,"4.49",
"Reddick, Josh","502210","2019",".275",".409",".319","86.1","15.8",36,"15",3.4,4,27.9,29.4,74.2,30,71.1,90.4,"4.31",
"Dyson, Jarrod","502481","2019",".230",".320",".313","83.9","9.6",29.3,"5",1.6,2.5,22.1,21.8,63.9,22.1,58.1,83.4,"4.09",
"Murphy, Daniel","502517","2019",".279",".452",".328","86.3","14.8",36.7,"9",2.4,5.4,28,28.3,68.6,30.1,71.2,91.7,"4.51",
"Goldschmidt, Paul","502671","2019",".260",".476",".346","90.1","15.4",36.4,"49",11.3,9,24.2,42.4,66.6,28.4,65,77.7,"4.5",
"Gonzalez, Marwin","503556","2019",".264",".414",".322","90.7","11",35.1,"21",6.4,4.3,29.3,44,68.2,33.5,61.5,83.8,"4.5",
"Altuve, Jose","514888","2019",".298",".550",".353","87.4","9.7",28.2,"34",8.1,4,20.6,34.5,67.8,30.7,67.2,83.3,"4.07",
"Hernandez, Cesar","514917","2019",".279",".408",".333","86","9.5",32,"14",2.7,2.7,26,28.3,64.5,27.7,66.9,88.5,"4.15",
"Segura, Jean","516416","2019",".280",".420",".323","88.2","7.2",31,"16",3.2,5.9,22.9,32.7,60.9,35.7,74.3,91.4,"4.2",
"Castro, Starlin","516770","2019",".270",".436",".300","88.5","11",29.6,"33",6.2,4.1,27.3,37.7,67.5,31.3,66.2,87.8,"4.38",
"Marte, Starling","516782","2019",".295",".503",".342","88.6","8.2",31.3,"36",8,5.5,23.5,38.6,76.9,33.5,58.8,81.9,"4.15",
"d'Arnaud, Travis","518595","2019",".251",".433",".312","90","14.6",33.8,"21",7.7,8.5,25.7,39.7,69.5,31.9,61.1,79.3,"4.52",
"Dietrich, Derek","518618","2019",".187",".462",".328","87.2","20.7",34.3,"18",10.1,5.6,18.5,31.4,71.4,29.2,53.1,76.4,"4.32",
"Donaldson, Josh","518626","2019",".259",".521",".379","92.9","13.3",33.3,"62",15.7,5.1,24,50.5,69.1,23.1,60.1,73.9,"4.51",
"Freeman, Freddie","518692","2019",".295",".549",".389","89.7","14.4",40,"58",12.3,7,25.6,42.5,80.6,29.3,65.4,80,"4.45",
"Grandal, Yasmani","518735","2019",".246",".468",".380","90.7","14.2",37.5,"43",11.3,8.7,20.8,41.8,58.7,21.6,55,82.7,"4.89",
"Heyward, Jason","518792","2019",".251",".429",".343","88.8","11.3",31.8,"23",5.7,5.9,25.4,36.5,66.3,27.7,65,83.5,"4.33",
"LeMahieu, DJ","518934","2019",".327",".518",".375","91.9","6.5",35.2,"39",7.5,6.8,28.2,48.5,64.4,27,71.6,89.4,"4.58",
"Lucroy, Jonathan","518960","2019",".232",".355",".305","86.9","12.5",31,"7",2.9,6.9,23.7,32.5,53.1,24.6,69.4,92.3,"4.66",
"Moreland, Mitch","519048","2019",".252",".507",".328","90.8","10.1",33.2,"26",11.5,5.3,21.7,45.6,74.8,25.4,47.5,80.7,"4.47",
"Moustakas, Mike","519058","2019",".254",".516",".329","89.5","17.4",32.3,"44",10.3,6.1,21.1,40.8,72,31.6,61.3,82.1,"4.56",
"Rizzo, Anthony","519203","2019",".293",".520",".405","89","12.6",36.8,"29",6.8,5.6,30.5,37,63.6,32.1,70.8,86.1,"4.58",
"Sogard, Eric","519299","2019",".290",".457",".353","85.7","19.3",40.7,"7",2.1,3.2,30.7,20.4,55.2,24.1,77.2,93.3,"4.44",
"Thames, Eric","519346","2019",".247",".505",".346","90.9","19",36,"23",8.9,8.9,25.2,44.2,70.5,28.6,45.1,78.8,"4.28",
"Galvis, Freddy","520471","2019",".260",".438",".296","88.8","14.7",31.8,"23",5.5,5.1,27,36.4,72.5,38.1,58.4,77.8,"4.45",
"Forsythe, Logan","523253","2019",".227",".353",".325","89.2","12.3",39.7,"12",5.5,7.8,28.3,40.1,53.1,11.7,61.1,82.1,"4.55",
"Garcia, Avisail","541645","2019",".282",".464",".332","89.5","9.8",34.1,"43",11.7,6.8,20.7,40.3,81.3,36,47.3,79.2,"4.38",
"Ozuna, Marcell","542303","2019",".241",".472",".328","91.8","13.5",32.8,"45",12.1,6.7,25.5,49.2,68.1,27.6,52.1,83.3,"4.43",
"Villar, Jonathan","542340","2019",".274",".453",".339","88.9","8.2",30.3,"32",6.8,5.7,24.8,37.1,74.2,28.2,56.5,77.8,"4.24",
"Santana, Danny","542454","2019",".283",".534",".324","91.4","13.5",37.8,"31",9.5,7.3,28.7,43.6,74.3,38.4,52.5,75.7,"4.28",
"Aguilar, Jesus","542583","2019",".236",".389",".325","89.4","13.8",33.8,"18",7.5,7.5,22.5,38.3,63.8,27.7,63.2,79.3,"4.97",
"Beckham, Tim","542921","2019",".237",".461",".293","87.2","10.8",33.7,"17",8.4,8.4,18.3,33.8,65.2,29.4,47.8,79.9,"4.47",
"Crawford, Brandon","543063","2019",".228",".350",".304","87.8","8.3",36.7,"21",5.4,6.5,25.1,35.1,77.1,28.4,55,78.5,"4.44",
"Cron, C.J.","543068","2019",".253",".469",".311","91.1","12.8",34,"53",15,4.8,21,45,69,32.6,59.5,82.6,"4.58",
"Gomes, Yan","543228","2019",".223",".389",".316","87.6","18.1",32,"16",6.9,6.5,22.5,36.1,67.2,34.3,64.1,80.2,"4.58",
"Grossman, Robbie","543257","2019",".240",".348",".334","87.7","12.1",36,"8",2.4,5.7,28.3,30.9,60.4,16.2,63.8,89.5,"4.27",
"Hicks, John","543308","2019",".210",".379",".240","87.9","16.2",34.1,"14",6.6,6.6,19.9,29.9,78.9,46.1,49.3,73,"4.45",
"Hosmer, Eric","543333","2019",".265",".425",".310","90.8","2.1",29.1,"33",7.2,4.8,25.2,46,71.8,32.9,51.8,82.2,"4.54",
"Kipnis, Jason","543401","2019",".245",".410",".304","88.1","14.1",33.1,"21",5.5,5.8,23.6,34.4,65.8,26.7,57.2,87.9,"4.37",
"McCann, James","543510","2019",".273",".460",".328","90.2","10.8",36,"28",9.2,5.6,29.7,44.2,67.8,32.9,52.7,81.1,"4.7",
"Rendon, Anthony","543685","2019",".319",".598",".412","90.4","19.5",38.7,"56",12,6.6,27.4,46.6,68.3,20.6,72.9,91.9,"4.4",
"Semien, Marcus","543760","2019",".285",".522",".369","88.9","14.9",34,"47",8.5,5.2,23,38.1,66.5,19.2,61.1,87.6,"4.36",
"Springer III, George","543807","2019",".292",".591",".383","89.8","10.5",31.6,"52",14.1,5.9,21.1,44.8,69.1,20.8,52.9,79.9,"4.27",
"Strange-Gordon, Dee","543829","2019",".275",".359",".304","84.2","5.8",28.2,"0",0,1.5,27.6,19,74,35,73.7,86.1,"4.01",
"Vazquez, Christian","543877","2019",".276",".477",".320","89.4","13.3",37.5,"23",5.9,8.8,21.2,40.1,68.2,32.5,67.7,85.1,"4.52",
"Wong, Kolten","543939","2019",".285",".423",".361","86.1","12.6",28.6,"9",2.2,4.2,25.4,25.4,67.7,29.9,65.1,87.5,"4.2",
"Gregorius, Didi","544369","2019",".238",".441",".276","88.2","17.9",28.9,"15",5.5,6.6,22,35.8,77.2,37.8,60.7,85.5,"4.24",
"Garcia, Leury","544725","2019",".279",".378",".310","88.2","6.2",30.3,"17",3.8,3.1,25.2,29.9,72.7,36.1,58.7,82.5,"4.05",
"Grichuk, Randal","545341","2019",".232",".457",".280","89.3","16",31.3,"36",8.5,7.3,20.7,39.8,69.4,33.4,51,83.3,"4.37",
"Marisnick, Jake","545350","2019",".233",".411",".289","86.7","11.5",27,"8",4,6,20,31.2,73,33.4,47.4,81,"4.2",
"Trout, Mike","545361","2019",".291",".645",".438","90.9","22.2",43.8,"67",18.9,7.1,23.2,44.4,57.8,17.9,63.9,86.7,"4.29",
"Almora Jr., Albert","546991","2019",".236",".381",".271","86.3","8.5",31,"13",4.6,2.8,24.6,27.5,68.1,38.2,58.9,85.8,"4.26",
"Ruiz, Rio","547004","2019",".232",".376",".306","88.4","11.3",33.7,"8",2.8,7.4,25.6,36.5,69.9,25.1,60.4,81.6,"4.63",
"Wolters, Tony","547172","2019",".262",".329",".337","85.3","10.1",37.5,"0",0,4,28.4,19.7,63.1,26.9,59.2,88.9,"4.54",
"Harper, Bryce","547180","2019",".260",".510",".372","91.9","13.7",37.6,"59",14.8,7.5,25.3,45.6,74.2,30.4,47.8,75.4,"4.28",
"Perez, Roberto","547379","2019",".239",".452",".321","90.2","5.7",32.6,"30",11,5.5,18.3,41.3,60.2,21.4,49.5,76.8,"4.77",
"Abreu, Jose","547989","2019",".284",".503",".330","92.1","10.9",35.2,"63",12.8,6.1,25.2,48.2,66.6,34.7,56.9,85.3,"4.48",
"Diaz, Elias","553869","2019",".241",".307",".296","88.1","9.2",29.5,"6",2.4,4,26.7,34.3,71.6,25.9,54.8,85,"4.58",
"Narvaez, Omar","553882","2019",".278",".460",".353","85.5","17.9",40.4,"18",5.3,5.9,28,28.1,72.3,26.4,68.3,81,"4.83",
"Suarez, Eugenio","553993","2019",".271",".572",".358","89.3","17.7",38,"54",13.8,6.1,21.9,40.8,67.1,24.1,47.2,80.5,"4.72",
"Santana, Domingo","570267","2019",".253",".441",".329","89","11.3",40.1,"35",12.1,5.9,29.1,42.1,69.3,24.9,46.5,75.8,"4.55",
"Urshela, Gio","570482","2019",".314",".534",".355","90.6","13.6",36.5,"25",7,8.4,28.1,41.8,74,40.2,70.2,82.3,"4.34",
"Sanchez, Yolmer","570560","2019",".252",".321",".318","87.1","14.2",32.1,"4",1,5.4,28.3,27,67.2,31.5,63.3,82.3,"4.27",
"Schoop, Jonathan","570731","2019",".256",".473",".304","87.6","12.4",35.5,"28",8.8,5.3,23.9,38.5,80.1,41.4,50.8,78.3,"4.52",
"Adams, Matt","571431","2019",".226",".465",".276","88.6","19.6",39.8,"29",14.8,8.2,18.9,43.9,70.5,34.1,47,78.6,"4.6",
"Arenado, Nolan","571448","2019",".315",".583",".379","89.4","17.7",34.6,"40",8,6.8,23.5,37.6,73.1,34.8,64.8,88,"4.55",
"Barnhart, Tucker","571466","2019",".231",".380",".328","86.4","11.8",32.8,"7",3,4.3,26.4,27.9,67.8,28.2,61.1,82.1,"4.73",
"Goodwin, Brian","571718","2019",".262",".470",".326","87.6","18.4",38.5,"18",6.3,8,23.3,33.3,58.1,25.9,55.6,79.4,"4.17",
"Hamilton, Billy","571740","2019",".218",".275",".289","80.7","15.2",32.5,"0",0,0.4,24.8,7.3,67.2,26.4,56.9,81,"4",
"Hernandez, Enrique","571771","2019",".237",".411",".304","88.3","19.4",35.5,"18",5.6,6.5,25.2,34.5,69.4,27.5,49.3,84.2,"4.49",
"Muncy, Max","571970","2019",".251",".515",".374","89.8","14.5",38.9,"41",12,7.9,25.4,43.4,62.9,19.7,53.6,76.7,"4.27",
"Myers, Wil","571976","2019",".239",".418",".321","90.2","12.2",32.7,"30",11.2,8.6,22.7,41.4,63.3,27.6,51.5,73.8,"4.31",
"Phegley, Josh","572033","2019",".239",".411",".282","84.1","17.4",34.5,"8",3.1,5,27.1,24.3,63.2,31.6,53,88.9,"4.5",
"Piscotty, Stephen","572039","2019",".249",".412",".309","89.2","12.5",31.8,"21",7.6,7.2,22.7,41,70.9,33.3,53,80.3,"4.57",
"Pollock, AJ","572041","2019",".266",".468",".327","90.6","13.7",29.8,"19",8,5.9,24.4,39.9,65,29.1,47.5,84.1,"4.33",
"Seager, Kyle","572122","2019",".239",".468",".321","89.5","18.4",36.9,"26",8.4,6.8,27.8,39.7,66.9,25.4,61.7,84.9,"4.47",
"Voit III, Luke","572228","2019",".263",".464",".378","89.7","12.7",38.5,"38",13.2,7.3,21.5,41.5,77,22.5,37.1,74.4,"4.7",
"Walker, Christian","572233","2019",".259",".476",".348","91.1","14.8",34.1,"49",13.1,6.9,23.5,48.8,74.9,24,51.3,78,"4.54",
"Carpenter, Matt","572761","2019",".226",".392",".334","88","19",36.2,"21",7.2,8.5,23.2,31.1,61.9,20.9,54.1,80,"4.44",
"Dozier, Brian","572821","2019",".238",".430",".340","88.5","19",32.4,"21",6.7,7.1,26.9,35.4,62.2,19.6,55.3,82.5,"4.47",
"Yastrzemski, Mike","573262","2019",".272",".518",".334","89.6","19.5",36.9,"30",11.2,8.6,23.9,42.9,68.2,27.4,58.2,77.2,"4.28",
"Contreras, Willson","575929","2019",".272",".533",".355","88.5","7.5",31.2,"30",11.5,6.5,18.5,41.5,70.3,35.2,52.2,76.4,"4.37",
"Iglesias, Jose","578428","2019",".288",".407",".318","84.1","7.1",29.7,"10",2.3,2.3,24.5,24.2,67.1,45.9,77.2,90,"4.21",
"Bryant, Kris","592178","2019",".282",".521",".382","87.6","19.2",35.8,"37",9.3,6.8,21.8,34.1,73.7,27.4,54.6,79.1,"4.28",
"Canha, Mark","592192","2019",".273",".517",".396","89.1","15.2",32.1,"29",9.5,5.9,22.3,41.1,60.4,22.1,63.3,82.2,"4.38",
"Castellanos, Nick","592206","2019",".289",".525",".337","89","14",39.8,"52",10.9,9.3,25.1,41.7,74.7,38.6,52.7,86,"4.28",
"DeShields, Delino","592261","2019",".249",".347",".325","86.9","13.5",34.1,"6",2.2,4.5,24.7,24.3,63.2,22.7,53.5,81.7,"4.11",
"Drury, Brandon","592273","2019",".218",".380",".262","86.9","13.8",36.7,"28",9.1,6.8,24,36.7,61.7,33.6,59,79.8,"4.43",
"Gamel, Ben","592325","2019",".248",".373",".337","88.2","9.9",35.4,"8",3.8,6.7,29.2,38,59.3,22.5,50.9,88,"4.24",
"Goodrum, Niko","592348","2019",".248",".421",".322","89.3","13",37.3,"18",6.3,8.7,29.6,41.8,67.8,30.4,49.7,77.2,"4.25",
"Jones, JaCoby","592444","2019",".235",".430",".310","91.6","14",35,"22",10.7,6.8,24.8,47.5,65.3,29.9,50.7,84.1,"4.32",
"Judge, Aaron","592450","2019",".272",".540",".381","96","11.2",39.1,"47",19.7,13,21.4,58.4,66.6,22.7,33.2,76,"4.55",
"Machado, Manny","592518","2019",".256",".462",".334","91.2","13",31.2,"37",8,8,22.7,43.7,69,28.6,57.3,85.1,"4.6",
"Moran, Colin","592567","2019",".277",".429",".322","88.2","12.5",37.1,"26",7.4,6.5,27.2,34.8,75.5,35.8,60.2,83.9,"4.58",
"Pederson, Joc","592626","2019",".249",".538",".339","91.2","15.6",31.4,"35",10.3,5,20.2,43.5,68.4,26.6,60,82.1,"4.36",
"Realmuto, J.T.","592663","2019",".275",".493",".328","90.3","14.4",35,"37",8.7,7.6,24.6,41.1,70.6,32.6,61.9,83.4,"4.22",
"Renfroe, Hunter","592669","2019",".216",".489",".289","89.9","19.1",32.2,"35",12,5.5,21.2,39.4,64.7,29.6,52.3,78.4,"4.47",
"Rosario, Eddie","592696","2019",".276",".500",".300","89.2","16.8",33.2,"41",8.5,7.1,20.5,36,80.9,43.3,70.4,84.1,"4.27",
"Simmons, Andrelton","592743","2019",".264",".364",".309","87.8","9.5",18.8,"6",1.7,2.8,24.1,33.6,67.2,30,71,92,"4.63",
"Wilkerson, Stevie","592859","2019",".225",".383",".286","86.3","11.1",33.5,"8",3.6,7.1,23.2,30.4,61.4,32.7,58.8,79.3,"4.26",
"Yelich, Christian","592885","2019",".329",".671",".429","93.3","11.3",33.2,"59",15.8,6.4,23.8,49.1,69.8,27.9,50.3,83.9,"4.16",
"Merrifield, Whit","593160","2019",".302",".463",".348","87","15.6",42,"24",4.3,5.7,30.1,29,68.2,30.9,66.1,85.6,"4.23",
"Bogaerts, Xander","593428","2019",".309",".555",".384","90.7","13.4",34.7,"42",8.4,7,23.3,44.1,56.1,27.4,66.1,86.2,"4.25",
"Alberto, Hanser","593643","2019",".305",".422",".329","84.4","11.9",32.5,"14",2.9,2.7,27.1,18.5,74.5,45.3,75.3,90.5,"4.33",
"Polanco, Jorge","593871","2019",".295",".485",".356","88","19.1",41.6,"35",6.7,8.2,26.5,33.1,65.9,26.7,68.1,88.7,"4.12",
"Sano, Miguel","593934","2019",".247",".576",".346","94.4","15.9",36,"47",21.2,6.3,18.9,57.2,65.3,26.1,36.4,75.4,"4.62",
"Calhoun, Kole","594777","2019",".232",".467",".325","89.5","14.9",35.2,"44",11.2,8.4,23.5,42.6,73.6,25.9,43,77.5,"4.53",
"Eaton, Adam","594809","2019",".279",".428",".365","88.9","15.3",33.9,"18",3.8,6.6,26.3,34.3,63.8,27.4,65.6,86.2,"4.13",
"Garcia, Greg","594824","2019",".248",".354",".364","85.8","4.3",29,"6",2.6,1.7,24.2,27,51.6,16.9,60.4,90.2,"4.31",
"Kiermaier, Kevin","595281","2019",".228",".398",".278","89.2","6.9",26.4,"19",5.5,4.3,23.5,37.7,75.5,35.2,55.9,83.4,"3.97",
"Alfaro, Jorge","595751","2019",".262",".425",".312","90.8","4.7",33.3,"32",11.5,6.8,24.4,44.8,79.6,48.1,48.3,72.8,"4.32",
"Profar, Jurickson","595777","2019",".218",".410",".301","86.7","14",29.7,"25",6.5,4.9,22.7,31.3,65.6,26.1,62.7,87.3,"4.4",
"Baez, Javier","595879","2019",".281",".531",".316","91.1","7.7",36.3,"48",12.7,5,22.3,43.6,73.5,42.6,50.4,75,"4.19",
"Hedges, Austin","595978","2019",".176",".311",".252","86.7","21.6",32,"17",8.3,5.8,20.4,32.5,71.1,34.6,46.7,76.1,"4.99",
"Lindor, Francisco","596019","2019",".284",".518",".335","91","12.3",29.8,"38",7.5,4.7,23.3,41,72.3,32.1,68.8,89.5,"4.25",
"Odor, Rougned","596059","2019",".205",".439",".283","91.1","17.9",30.6,"47",13.6,6.4,18.2,45.6,67.6,30,51.1,79,"4.2",
"Smith Jr., Dwight","596105","2019",".241",".412",".297","89.1","7.3",30.4,"11",3.9,5.7,23.2,39.3,65.5,27.4,45.5,83,"4.49",
"Story, Trevor","596115","2019",".294",".554",".363","91","17.5",36.5,"36",8.6,7.2,28.1,46,70.4,28.5,54.1,82.3,"4.17",
"Vogelbach, Daniel","596129","2019",".208",".439",".341","88.8","17.1",39,"33",10.5,6.3,21.6,38,50.9,19.6,60.5,78.8,"4.81",
"Sanchez, Gary","596142","2019",".232",".525",".316","91.1","19.2",33.5,"52",19.1,4.4,18.8,42.3,59.2,33.2,53,79.4,"4.65",
"Cuthbert, Cheslor","596144","2019",".246",".379",".294","88.9","14.9",31,"11",4.5,6.2,24.8,38.1,69.9,29,58.3,84.2,"4.48",
"Kepler, Max","596146","2019",".252",".519",".336","89.7","18.2",30.5,"38",8.9,7.5,21.7,42.1,74,27.6,57.3,89.2,"4.24",
"Franco, Maikel","596748","2019",".234",".409",".297","89.1","14.8",24.2,"23",6.9,4.5,20.8,38.4,71,33.9,67.4,83.7,"4.77",
"Choi, Ji Man","596847","2019",".261",".459",".363","91.2","12.8",37.9,"35",11.3,7.1,24.3,42.7,68.3,20.4,51.8,81.4,"4.43",
"Bradley Jr., Jackie","598265","2019",".225",".421",".317","90.1","9.3",30.2,"33",9.6,6.1,21.2,44.2,69.2,28.3,50.8,73.7,"4.32",
"La Stella, Tommy","600303","2019",".295",".486",".346","88.2","13.2",34.8,"14",5.3,4.9,29.5,31.2,58.5,23.8,76.1,91.2,"4.47",
"Severino, Pedro","600474","2019",".249",".420",".321","87.6","13.2",35.7,"20",8.5,3.8,26.4,33.6,66.8,24.1,51.4,83.8,"4.35",
"Nunez, Renato","600524","2019",".244",".460",".311","89.9","19.9",32.1,"43",10.7,5.5,24.4,40.9,68.2,34.4,56.1,82.9,"4.54",
"Candelario, Jeimer","600869","2019",".203",".337",".306","88.2","15.8",32.9,"14",5.9,7.2,24.9,33.8,59.2,30,57.1,84.1,"4.38",
"Ahmed, Nick","605113","2019",".254",".437",".316","87.8","7.6",35.7,"30",6.6,5.5,23.5,34,72.4,27.9,60.4,85.6,"4.35",
"Anderson, Brian","605119","2019",".261",".468",".342","89.9","11.1",31.3,"31",8.9,7.2,25,46,65.2,31.9,52.5,83.7,"4.4",
"Bell, Josh","605137","2019",".277",".569",".367","92.4","13.1",34.6,"53",12.7,7.7,20.4,47.2,77.2,27.5,63,80.2,"4.42",
"Betts, Mookie","605141","2019",".295",".524",".391","91","19.3",39.2,"52",10.3,8.5,26.5,47.5,59.8,18.8,65.7,92,"4.26",
"Davis, J.D.","605204","2019",".307",".527",".369","91.5","10.2",36.8,"35",11.1,5.7,30.2,47.9,71.5,26.1,62.4,75.4,"4.58",
"Panik, Joe","605412","2019",".244",".336",".315","86.8","12.8",33.8,"8",2,6,24.4,25.8,64.4,21.5,78.5,92.4,"4.51",
"Smith, Mallex","605480","2019",".227",".335",".300","85.2","7.3",29,"8",2.2,3.5,20.7,20.1,70.1,27,54,75.5,"4.03",
"Castro, Harold","605612","2019",".291",".384",".305","87.2","8.5",36.1,"10",3.6,3.6,30.7,28.4,67.7,41.7,62.7,83.1,"4.29",
"Arcia, Orlando","606115","2019",".223",".350",".283","87.9","6.6",26.5,"17",4.3,4.6,21.1,31.3,65.4,30.5,61.8,81.4,"4.46",
"Tapia, Raimel","606132","2019",".275",".415",".309","87.6","7.5",36.5,"12",3.7,3.7,26.4,31.6,79.1,41.1,62.2,79.3,"4.18",
"Hernandez, Teoscar","606192","2019",".230",".472",".306","91.2","15.3",30.6,"31",11.7,10.6,18.5,42.3,72.4,25.1,45.9,72.8,"4.22",
"Peraza, Jose","606299","2019",".239",".346",".285","85","17.3",32.5,"1",0.3,5.6,27.5,25.6,75,34,64.2,92.6,"4.32",
"Marte, Ketel","606466","2019",".329",".592",".389","90","11.5",34.6,"45",9.3,5.8,25.4,40,70.8,28.6,68.5,88.3,"4.27",
"Turner, Trea","607208","2019",".298",".497",".353","90.4","9.9",29.8,"28",6.8,6.3,26.1,42,67.4,29.2,54.6,87.2,"4.05",
"Pillar, Kevin","607680","2019",".259",".432",".287","86.4","14.1",33.1,"26",4.9,5.7,22.7,30.8,73.6,46.9,71,90.3,"4.28",
"Ramirez, Jose","608070","2019",".255",".479",".327","89.2","19.8",32.6,"26",6.3,7,25.1,35.7,64.4,23,71.4,90.9,"4.28",
"Bregman, Alex","608324","2019",".296",".592",".423","89.3","19.6",35.5,"23",4.8,9.8,23.6,38,57.4,15.8,71.8,90,"4.34",
"Kelly, Carson","608348","2019",".245",".478",".348","88.9","14.3",39.8,"20",8.5,8.5,24.6,40.4,61.9,21.9,57.6,83.3,"4.77",
"Seager, Corey","608369","2019",".272",".483",".335","88.8","14.3",35.2,"29",7.3,7.1,22,38.2,77.7,26.9,51.7,82.8,"4.5",
