"last_name, first_name","player_id","year","pa","home_run","walk","batting_avg","slg_percent","on_base_percent","xba","xslg","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","whiff_percent","hp_to_1b",""
"Hoskins, Rhys","656555","2019","705","29","116",".226",".454",".364",".215",".417",".358","89.7","24",31,9.7,8.2,21.8,2,38.7,58.2,22.1,61.9,83.1,23.2,"4.54",
"Schwarber, Kyle","656941","2019","610","38","70",".250",".531",".339",".264",".555",".354","93.5","15.5",35.6,14.5,9,19.8,2.4,51.2,65.7,23.9,56.3,77.7,27.9,"4.31",
"DeJong, Paul","657557","2019","664","30","62",".233",".444",".318",".237",".446",".325","87","18.3",33,8.6,4.5,20.9,4.8,33.9,69.4,28.1,54.3,84,24.2,"4.37",
"Moncada, Yoan","660162","2019","559","25","40",".315",".548",".367",".282",".518",".337","93.1","12.3",40.4,12.2,7.2,28.3,0.6,47.9,67,29.2,46.6,79.1,31,"4.2",
"Acuna Jr., Ronald","660670","2019","715","41","76",".280",".518",".365",".279",".574",".365","90.6","14.2",40.5,15,9.1,21.2,5.2,47.4,68.7,24,59.6,76.8,27.7,"4.18",
"Fletcher, David","664058","2019","653","6","55",".290",".384",".350",".292",".371",".352","83.8","9.9",37.5,0.2,2.6,31.8,2.6,17.1,49,22.5,80.1,94.2,9.7,"4.23",
"Guerrero Jr., Vladimir","665489","2019","514","15","46",".272",".433",".339",".256",".435",".326","89.4","6.7",30.9,7.7,6.1,22.9,3.2,38.7,69.2,29,59.1,84.1,24.5,"4.57",
"Soto, Juan","665742","2019","659","34","108",".282",".548",".401",".285",".575",".405","92","12.5",36.3,12.3,8.7,25.5,2.6,47.8,66.7,20.3,55.1,84,24,"4.25",
"Reynolds, Bryan","668804","2019","546","16","46",".314",".503",".377",".293",".474",".361","89.5","9.4",37,6.7,5.1,32.4,4,41.6,72.1,28.1,52,84.2,26.3,"4.31",
"Cabrera, Miguel","408234","2020","231","10","24",".250",".417",".329",".288",".520",".366","93.2","12.1",36.8,9.7,5.8,32.3,1.3,49.7,70.5,29.9,44.1,81.6,31.6,,
"Cruz Jr., Nelson","443558","2020","214","16","25",".303",".595",".397",".269",".545",".369","91.6","9.4",39.4,15,3.9,23.6,3.1,47.2,68.5,30.8,43.8,78,34.2,"4.73",
"Peralta, David","444482","2020","218","5","13",".300",".433",".339",".260",".375",".304","89.2","6.4",29.4,5,6.3,23.1,1.3,36.3,65.5,26.6,64.2,84.5,21.1,"4.38",
"Longoria, Evan","446334","2020","209","7","11",".254",".425",".297",".282",".524",".329","91.7","10.7",29.9,11.5,3.8,25.5,3.2,45.2,62.2,28,59.8,87.8,21,"4.61",
"Cabrera, Asdrubal","452678","2020","213","8","19",".242",".447",".305",".243",".429",".307","89.5","13.7",30.5,6.5,8.4,22.1,1.9,38.3,66.8,28.4,62.3,87.4,20.5,"4.82",
"Blackmon, Charlie","453568","2020","247","6","19",".303",".448",".356",".276",".426",".340","86.9","13.5",38.5,4.9,5.5,28.6,5.5,29.7,70.2,29.8,57.5,83.8,23.3,"4.43",
"Solano, Donovan","456781","2020","203","3","10",".326",".463",".365",".278",".417",".320","88.5","15.5",43.4,4.6,7.9,31.6,2.6,34.9,68.5,36.2,62.6,86.7,22,"4.46",
"McCutchen, Andrew","457705","2020","241","10","22",".253",".433",".324",".276",".484",".346","89.7","18.2",36.5,8.2,8.8,27.6,1.8,41.2,58.8,21.4,61.8,83.6,22,"4.45",
"Votto, Joey","458015","2020","223","11","37",".226",".446",".354",".253",".478",".377","87.4","15.4",36.4,9.1,9.8,21.7,3.5,35.7,57.1,17.3,61.9,82.8,22.5,"4.7",
"Santana, Carlos","467793","2020","255","8","47",".199",".350",".349",".251",".448",".393","88","12.2",32.3,6.7,8.5,23.2,3,36.6,61.4,16.6,64.4,83.9,20.6,,
"Brantley Jr., Michael","488726","2020","187","5","17",".300",".476",".364",".260",".413",".327","88.7","10.2",34.5,4.9,6.3,26.8,3.5,37.3,59.3,20,64.8,89.4,16.3,"4.61",
"Gurriel, Yuli","493329","2020","230","6","12",".232",".384",".274",".265",".408",".314","89.3","13.9",34.4,3.7,7.4,26.5,1.6,36.5,66,34.4,69.6,93.7,15.6,"4.48",
"Escobar, Eduardo","500871","2020","222","4","15",".212",".335",".270",".263",".396",".317","88.6","18.1",34.8,5.5,3.7,26.8,3,31.7,70.3,35.2,63.6,86.7,21.6,"4.25",
"Martinez, J.D.","502110","2020","237","7","22",".213",".389",".291",".229",".443",".306","89.5","14.7",39.6,11,7.8,18.2,1.9,41.6,73.9,30.8,53.9,79.7,28.1,"4.73",
"Reddick, Josh","502210","2020","210","4","20",".245",".378",".316",".246",".360",".319","85.9","19.1",34.7,4.8,4.8,28.6,1.4,29.3,68.4,25.7,60.9,83.2,22.6,"4.48",
"Goldschmidt, Paul","502671","2020","231","6","37",".304",".466",".417",".285",".510",".403","89.2","11.7",42.3,10.7,7.4,25.5,3.4,40.9,61.1,22.5,66.7,80.4,23.7,"4.61",
"Gonzalez, Marwin","503556","2020","199","5","17",".211",".320",".286",".240",".401",".315","89.2","12.6",31.9,5.1,5.1,23.2,3.6,38.4,61.4,26.8,64.9,81.4,23.5,"4.62",
"Altuve, Jose","514888","2020","210","5","17",".219",".344",".286",".230",".349",".296","86.7","9.3",24.8,4.6,5.9,20.3,8.5,33.3,67.9,35.3,66.9,86.7,20.2,"4.23",
"Hernandez, Cesar","514917","2020","261","3","24",".283",".408",".355",".273",".396",".346","89.1","5.6",37.3,4,6.8,28.2,7.3,37.3,65,22.9,51.2,87.5,19.6,"4.24",
"Segura, Jean","516416","2020","217","7","23",".266",".422",".347",".250",".391",".334","87.7","11.2",31.8,6.1,3.4,25.7,6.8,38.5,65.1,31.5,65.2,83.1,22.1,"4.24",
"Marte, Starling","516782","2020","250","6","12",".281",".430",".340",".264",".420",".326","87.1","6.5",30.3,6.4,4.3,21.3,4.3,30.3,73,34.9,53.7,84.2,25.2,"4.26",
"Freeman, Freddie","518692","2020","262","13","45",".341",".640",".462",".343",".663",".463","92.4","17.2",49.2,14.7,4.5,31.6,1.7,54.2,77.7,25.8,68.7,84.8,20.1,"4.47",
"Grandal, Yasmani","518735","2020","194","8","30",".230",".422",".351",".207",".403",".334","90.3","15.6",38.1,7.6,9.5,24.8,1,43.8,49.3,20.1,50,77.8,30.7,"5.08",
"LeMahieu, DJ","518934","2020","216","10","18",".364",".590",".421",".312",".460",".376","91.3","2.3",29.7,2.9,9.1,30.3,1.7,45.7,64,24,77.8,92.9,11.2,"4.67",
"Rizzo, Anthony","519203","2020","243","11","28",".222",".414",".342",".266",".413",".383","87.7","16.7",34.7,7.8,4.8,26.9,4.8,34.7,56,31.7,67.1,89.4,19.3,"4.69",
"Flores, Wilmer","527038","2020","213","12","13",".268",".515",".315",".245",".430",".294","87.9","19",37.4,6.1,6.1,24.5,4.3,34.4,69.4,29.8,72.2,87.3,17.8,"4.7",
"Garcia, Avisail","541645","2020","207","2","20",".238",".326",".333",".244",".375",".339","87.4","8.7",37.1,3.8,8.3,23.5,3,37.1,78.7,34.4,44.9,76.1,34.7,"4.49",
"Ozuna, Marcell","542303","2020","267","18","38",".338",".636",".431",".313",".635",".410","93","16.4",39.1,15.4,8.3,30.2,2.4,54.4,68.8,28.2,48.2,79,31.4,"4.51",
"Villar, Jonathan","542340","2020","207","2","19",".232",".292",".301",".216",".287",".288","86.7","1.6",18.7,1.5,3.7,24.6,7.5,35.8,74.7,33.6,51.3,76.8,32,"4.42",
"Aguilar, Jesus","542583","2020","216","8","23",".277",".457",".352",".271",".452",".348","89.3","16",37.5,7.2,5.9,28.3,2,37.5,63.8,31.9,61.6,86.3,22.3,"4.93",
"Crawford, Brandon","543063","2020","193","8","15",".256",".465",".326",".235",".398",".311","88.7","12.4",35.4,9.4,4.7,22,0.8,39.4,78.3,31.7,44.9,78,31.5,"4.49",
"Grossman, Robbie","543257","2020","192","8","21",".241",".482",".344",".240",".399",".344","89","15.2",33.6,5.5,7.8,19.5,1.6,37.5,65.9,21.7,65.1,87.2,18.4,"4.34",
"Hicks, Aaron","543305","2020","211","6","41",".225",".414",".379",".256",".435",".405","88.2","11.1",29.8,6.9,6.1,25.2,4.6,38.2,66.6,15.4,52,77.4,27.9,"4.19",
"Rendon, Anthony","543685","2020","232","9","38",".286",".497",".418",".287",".469",".420","90.1","19.5",39.2,6.3,7.6,31.6,1.9,40.5,66.8,16.7,64.1,91.1,14.7,"4.69",
"Semien, Marcus","543760","2020","236","7","25",".223",".374",".305",".209",".352",".293","86.2","19.3",32.9,5,6.8,19.9,3.7,28.6,70.7,18.7,59.6,81.2,23.3,"4.36",
"Springer III, George","543807","2020","222","14","24",".265",".540",".359",".294",".569",".386","88.7","18.3",35.3,12.4,5.9,22.9,3.9,42.5,74,23.6,57.4,80.3,25.3,"4.33",
"Vazquez, Christian","543877","2020","189","7","16",".283",".457",".344",".222",".358",".289","88.4","14.4",33.1,4.6,6.2,23.1,3.1,40,65,31.3,69.8,80.8,22.9,"4.65",
"Wong, Kolten","543939","2020","208","1","20",".265",".326",".350",".235",".306",".324","86.5","10.8",31.2,0.6,3.2,26.6,5.8,26.6,65.3,24.4,67.6,87.5,15.8,"4.28",
"Gregorius, Didi","544369","2020","237","10","15",".284",".488",".339",".263",".396",".322","83.8","17.8",35.3,4.2,6.8,22.1,8.4,27.9,74,33.2,66,86.5,18.8,"4.4",
"Grichuk, Randal","545341","2020","231","12","13",".273",".481",".312",".268",".468",".312","88.9","12.6",27.2,11.2,6.5,24.3,4.1,39.6,71.3,33.9,65.8,82.8,23.1,"4.47",
"Trout, Mike","545361","2020","241","17","35",".281",".603",".390",".291",".612",".405","93.7","23.1",36.1,15,8.2,22.4,2,55.1,57.3,14.6,56.9,86.1,19.5,"4.33",
"Ruiz, Rio","547004","2020","204","9","17",".222",".427",".286",".212",".356",".277","87.9","10.5",27.7,8.5,6.4,17.7,6.4,39,77.4,28.3,53,80.3,27.3,"4.77",
"Harper, Bryce","547180","2020","244","13","49",".268",".542",".420",".308",".658",".451","92.5","16",33.3,17.3,4,24,6.7,50.7,73.4,28.3,52.4,82.1,28.6,"4.38",
"Abreu, Jose","547989","2020","262","19","18",".317",".617",".370",".299",".587",".357","92.9","10.9",37.4,14.3,9.3,25.3,0.5,53.3,68.6,32.3,52.2,80.3,30.1,"4.6",
"Suarez, Eugenio","553993","2020","231","15","30",".202",".470",".312",".216",".472",".325","89.1","17.9",29.5,14.4,5.3,15.9,4.5,44.7,63.4,23.9,46.6,78.3,31.7,"4.69",
"Gonzalez, Erik","570481","2020","193","3","8",".227",".359",".255",".237",".396",".276","88.5","5.5",33.6,6.7,8.2,23.9,3.7,44,73.7,35.2,43.9,80.9,32,"4.52",
"Arenado, Nolan","571448","2020","201","8","15",".253",".434",".303",".235",".392",".289","87.8","19.1",27.1,5.4,4.2,19.3,3,33.7,66.2,32.4,67.2,90.5,17.9,"4.79",
"Muncy, Max","571970","2020","248","12","39",".192",".389",".331",".229",".473",".362","88.5","14.2",29,12.4,8.3,20.7,4.1,40,59.6,15.9,46.7,81,26.8,"4.39",
"Myers, Wil","571976","2020","218","15","18",".288",".606",".353",".285",".589",".351","91","13.4",40.8,14.8,8.5,21.8,2.8,45.8,62.6,25.1,49.6,82.5,25.9,"4.36",
"Pollock, AJ","572041","2020","210","16","12",".276",".566",".314",".269",".499",".312","89.6","13",37.9,10.5,7.8,22.9,3.3,43.1,65.3,29.9,53.2,85.3,24.4,"4.39",
"Seager, Kyle","572122","2020","248","9","32",".241",".433",".355",".252",".472",".371","89.1","17.7",30.7,10.2,6.3,22.7,3.4,39.8,62.5,20.6,60,86.9,20.4,"4.56",
"Voit III, Luke","572228","2020","234","22","17",".277",".610",".338",".279",".586",".340","88.9","15.2",37.5,13.1,6.3,23.8,5.6,40,79.2,27.5,50.4,80.8,27.6,"4.87",
"Walker, Christian","572233","2020","243","7","19",".271",".459",".333",".266",".454",".331","90.4","11.5",34.5,6.4,10.5,25.7,4.7,48.5,74.3,29.9,50.7,82.1,27.1,"4.5",
"Dickerson, Corey","572816","2020","210","7","15",".258",".402",".311",".248",".396",".303","85.7","11.1",25.8,5.7,3.1,26.4,5.7,30.8,73.7,33.2,69.2,76.7,25.7,"4.35",
"Yastrzemski, Mike","573262","2020","225","10","30",".297",".568",".400",".251",".488",".360","88.2","18.4",35,10.9,9.5,26.3,5.1,42.3,58.6,19.7,58.1,80.4,24.7,"4.34",
"Contreras, Willson","575929","2020","225","7","20",".243",".407",".356",".249",".441",".361","89.8","9.1",35.8,10.4,6.7,20.9,6.7,47.8,67.8,31.3,43.6,78.4,33.6,"4.38",
"Canha, Mark","592192","2020","243","5","37",".246",".408",".387",".241",".415",".387","89.7","19.4",37.3,7.7,8.5,23.9,2.8,39.4,57.8,19.2,60,81.6,24,"4.5",
"Castellanos, Nick","592206","2020","242","14","19",".225",".486",".298",".274",".545",".343","91","16.5",39.3,16,6.7,26.7,1.3,46.7,73.4,35.8,44.2,80.1,34.2,"4.37",
"Machado, Manny","592518","2020","254","16","26",".304",".580",".370",".300",".540",".372","90.2","15.6",34.6,11,3.7,27.7,2.1,43.5,72,23.9,59.3,85.3,21.7,"4.54",
"Moran, Colin","592567","2020","200","10","19",".247",".472",".325",".254",".479",".332","91.9","8.3",32.3,13.4,2.4,26,3.9,47.2,69.4,35.6,56,82.4,28,"4.86",
"Realmuto, J.T.","592663","2020","195","11","16",".266",".491",".349",".246",".498",".331","90.2","11.6",32.8,13.6,5.6,17.6,3.2,42.4,66.9,25.2,52.6,77.4,29.8,"4.39",
"Rosario, Eddie","592696","2020","231","13","19",".257",".476",".316",".246",".437",".307","87.5","18.1",30.3,6.2,8.4,18.5,3.4,35.4,70.1,39.6,69.2,83.4,22.6,"4.31",
"Yelich, Christian","592885","2020","247","12","46",".205",".430",".356",".246",".468",".390","94","7.1",32.3,12.1,8.1,28.2,1.6,55.6,57.6,17.8,38.1,78.4,33.6,"4.37",
"Merrifield, Whit","593160","2020","265","9","12",".282",".440",".325",".292",".439",".334","86.1","15.8",39.8,5.1,4.6,28.7,5.6,27.3,71.8,28,72,88.2,16.1,"4.33",
"Bogaerts, Xander","593428","2020","225","11","21",".300",".502",".364",".258",".471",".327","89","8.7",31.3,8.6,5.5,20.2,3.1,36.8,64.3,23.7,62.4,82.6,23,"4.29",
"Alberto, Hanser","593643","2020","231","3","5",".283",".393",".306",".247",".319",".272","82.3","13.2",32.6,1,3.1,27.5,12.4,20.7,75.7,52.3,74.7,87,16.7,"4.37",
"Polanco, Jorge","593871","2020","226","4","13",".258",".354",".304",".263",".381",".308","86.6","16.1",39,2.8,5.1,26,5.1,33.3,64.4,23.2,64.8,89.3,16.8,"4.16",
"Sano, Miguel","593934","2020","205","13","18",".204",".478",".278",".215",".483",".288","95.2","20.2",31.3,22.9,9.4,18.8,4.2,57.3,70.3,28,29.5,70.6,42.6,"4.72",
"Calhoun, Kole","594777","2020","228","16","28",".226",".526",".338",".263",".517",".370","89.4","17",36.1,11.8,8.3,20.8,2.8,38.2,75.9,21.6,37.5,77,32.7,"4.63",
"Duvall, Adam","594807","2020","209","16","15",".237",".532",".301",".228",".516",".294","88.1","22.9",30.7,13.9,5.1,16.1,4.4,40.1,66.5,32.7,56.3,81.6,27.1,"4.45",
"Profar, Jurickson","595777","2020","202","7","15",".278",".428",".343",".282",".411",".350","87.2","11",35.5,3.2,3.2,29,4.5,27.7,66.3,28.8,66.9,85.2,20.1,"4.36",
"Baez, Javier","595879","2020","235","8","7",".203",".360",".238",".218",".385",".256","89.4","10.3",24.8,8.1,7.4,20.1,5.4,40.3,73.3,38.7,50,70,37.8,"4.31",
"Lindor, Francisco","596019","2020","266","8","24",".258",".415",".335",".279",".441",".356","89.9","13.5",36.5,5.6,9.1,23.9,2.5,41.1,72.3,30,63.2,87,20.3,"4.41",
"Story, Trevor","596115","2020","259","11","24",".289",".519",".355",".253",".457",".323","89.9","20.8",40.1,8.7,7.6,25.6,2.9,41.3,66.6,28.2,59.5,81.4,25.7,"4.27",
"Kepler, Max","596146","2020","196","9","22",".228",".439",".321",".258",".425",".349","88.5","22.2",30.9,5.1,7.4,28.7,2.9,38.2,66.6,24.2,53.1,88.8,21.2,"4.28",
"Franco, Maikel","596748","2020","243","8","16",".278",".457",".321",".256",".398",".305","86.7","8.4",33.3,5.8,7.9,19.6,7.4,38.6,71.4,32.8,59.9,84.3,24.6,"4.75",
"Bradley Jr., Jackie","598265","2020","217","7","23",".283",".450",".364",".220",".368",".311","88.4","4.3",28.5,7.6,4.2,20.8,2.8,36.4,67.6,23.8,62.4,77.3,25.9,"4.37",
"La Stella, Tommy","600303","2020","228","5","27",".281",".449",".370",".275",".423",".366","88","17.1",32.1,4.8,3.7,26.2,1.6,28.3,54.2,21.3,82.7,91.2,11.2,"4.53",
"Nunez, Renato","600524","2020","216","12","17",".256",".492",".324",".227",".431",".298","86.3","21.1",37.9,12.1,4.5,19.7,5.3,36.4,67,39.8,61.5,75.9,30.1,"4.69",
"Candelario, Jeimer","600869","2020","206","7","20",".297",".503",".369",".277",".471",".351","90.2","13.3",37.5,10.3,6.6,28.7,5.9,47.1,68,26.1,47.9,83,27.6,"4.48",
"Ahmed, Nick","605113","2020","217","5","18",".266",".402",".327",".247",".377",".310","87.7","9.4",30.1,5.2,5.2,21.6,3.9,33.3,69.2,30.3,59.6,78.5,27.4,"4.42",
"Anderson, Brian","605119","2020","229","11","22",".255",".465",".345",".227",".426",".321","87.4","9.6",34.8,9.6,6.7,18.5,5.2,39.3,73.4,29.6,52.7,72.1,34.4,"4.53",
"Bell, Josh","605137","2020","223","8","22",".226",".364",".305",".228",".381",".308","91.7","5.9",24.3,8.6,3.6,22.9,2.1,42.9,72.5,26.9,50.4,74.8,33.6,"4.49",
"Betts, Mookie","605141","2020","246","16","24",".292",".562",".366",".283",".485",".359","90.7","18.5",40.1,7.7,11,23.6,1.6,43.4,58,23.2,68.5,93.3,13.8,"4.32",
"Davis, J.D.","605204","2020","229","6","31",".247",".389",".371",".252",".424",".376","90.1","3.3",29.6,8.9,4.4,28.1,3.7,45.2,66.8,23.2,48.6,78.5,29.3,"4.52",
"Arcia, Orlando","606115","2020","189","5","14",".260",".416",".317",".281",".428",".339","89","9.6",37.3,5.6,6.3,28.2,4.9,38.7,67.6,28.1,68.3,80,23.1,"4.58",
"Tapia, Raimel","606132","2020","206","1","14",".321",".402",".369",".252",".333",".312","85.3","1.8",28.7,2,2.7,25.3,6,30,71.3,30.7,65,86.8,18.7,"4.26",
"Hernandez, Teoscar","606192","2020","207","16","14",".289",".579",".340",".296",".614",".346","93.3","15.3",40.6,18,4.7,28.9,3.9,53.1,62.9,30.9,51.5,72.3,34.9,"4.38",
"Marte, Ketel","606466","2020","195","2","7",".287",".409",".323",".265",".381",".309","89.2","10",28.8,3.7,6.1,22.7,3.1,40.5,61.8,27.9,75,90.8,14.1,"4.31",
"Nimmo, Brandon","607043","2020","225","8","33",".280",".484",".404",".257",".430",".387","87.2","7.6",30.8,7.7,4.2,22.4,4.9,32.9,67.4,17.3,57.5,83.1,21.6,"4.32",
"Turner, Trea","607208","2020","259","12","22",".335",".588",".394",".303",".515",".369","90.5","9.5",34.2,9.5,6,23.6,1,40.7,67.5,27.2,66,86.5,19.6,"4.1",
"Pillar, Kevin","607680","2020","223","6","13",".288",".462",".336",".272",".435",".322","87.1","13.4",34.7,5.4,5.4,27.5,4.2,36.5,67.2,36.8,57.1,84.4,25.3,"4.28",
"Ramirez, Jose","608070","2020","254","17","31",".292",".607",".386",".264",".507",".362","88.7","23.2",36.7,10.2,6.2,21.5,2.3,35.6,63.2,22.7,75,86.9,16.6,"4.38",
"Gallo, Joey","608336","2020","226","10","29",".181",".378",".301",".192",".418",".310","91.2","26.8",28.9,14,4.4,16.7,5.3,43.9,67.1,19.1,33.7,70.1,37.4,"4.55",
"Seager, Corey","608369","2020","232","15","17",".307",".585",".358",".331",".656",".381","93.2","11.9",38.4,15.8,13,19.8,3.4,55.9,82.2,30.3,44,85.8,25.8,"4.51",
"Mondesi, Adalberto","609275","2020","233","6","11",".256",".416",".294",".215",".355",".255","90.6","13.7",19.9,7.3,2.6,18.5,10.6,39.1,77.4,35,43.1,67.2,39.8,"4.16",
"Reyes, Franmil","614177","2020","241","9","24",".275",".450",".344",".245",".442",".328","92.4","11.2",31.3,12.9,4.8,23.8,2,44.9,69.3,27.5,40.7,71.9,38.5,"4.77",
"Swanson, Dansby","621020","2020","264","10","22",".274",".464",".345",".267",".474",".341","89.1","14.7",40.7,11.4,4.8,30.5,2.4,40.7,70.9,24,52.7,73.9,31.6,"4.34",
"Taylor, Chris","621035","2020","214","8","26",".270",".476",".366",".272",".488",".368","88","9.1",35.1,11.5,8.4,26.7,9.9,45,73.7,17.3,46.1,71.8,32.5,"4.37",
"Correa, Carlos","621043","2020","221","5","16",".264",".383",".326",".254",".402",".319","88.8","11.3",26.1,5.9,6.5,27.5,0.7,42.1,65.7,31.8,58.6,85.6,24.4,"4.43",
"Olson, Matt","621566","2020","245","14","34",".195",".424",".310",".224",".453",".336","92.3","19.6",30.1,12.8,8.3,24.8,3,45.9,67.6,20,47.6,70.3,34.8,"4.65",
"Reyes, Victor","622682","2020","213","4","9",".277",".391",".315",".287",".430",".324","90","10.7",39.5,3.8,6.4,30.6,3.2,41.4,69.4,41.5,62.8,80.9,26.4,"4.37",
"Alonso, Pete","624413","2020","239","16","24",".231",".490",".326",".225",".463",".323","90.2","15.5",30.4,12.8,4.7,17.6,4.1,41.2,65.3,30.5,47.8,82.3,30.4,"4.61",
"Biggio, Cavan","624415","2020","265","8","41",".250",".432",".375",".214",".343",".345","87.4","16.7",31.4,5,8.8,22,5,30.8,59.6,13.7,54.5,81.3,23,"4.45",
"Conforto, Michael","624424","2020","233","9","24",".322",".515",".412",".281",".478",".377","88.4","11",38.6,11,6.2,32.4,5.5,36.6,65.1,25.2,52,83.4,26,"4.48",
"Frazier, Adam","624428","2020","230","7","17",".230",".364",".297",".251",".378",".317","85.5","12.3",34.9,4,2.9,26.9,5.1,25.1,68.9,24.7,69.6,87.5,16.4,"4.41",
"Cronenworth, Jake","630105","2020","192","4","18",".285",".477",".354",".317",".535",".383","89.8","10.6",37.8,10.5,5.6,26.6,3.5,42.7,58.1,19,61.2,89.7,16.7,"4.28",
"Anderson, Tim","641313","2020","221","10","10",".322",".529",".357",".286",".501",".324","87.2","6.7",33.3,10.1,4.4,25.8,5,35.8,73,39.3,56.4,76.8,30.9,"4.16",
"Bellinger, Cody","641355","2020","243","12","30",".239",".455",".333",".284",".494",".373","89.3","16.6",29.2,9.4,7,26.9,2.9,41.5,68.2,27.9,68.1,80.4,23.3,"4.14",
"Crawford, J.P.","641487","2020","232","2","23",".255",".338",".336",".257",".360",".343","85.8","11.5",34.1,1.8,6.6,27.5,4.8,31.1,58.3,22.9,61.5,88.9,18.2,"4.47",
"Dozier, Hunter","641531","2020","186","6","27",".228",".392",".344",".235",".385",".351","86.4","17",26.4,8.2,2.7,27.3,2.7,30.9,64.1,24.4,34.3,85.9,30.9,"4.5",
"Lewis, Kyle","641786","2020","242","11","34",".262",".437",".364",".239",".433",".347","88.3","11.1",37.2,11.7,7.3,24.1,2.2,35,64.1,24.6,41.4,73.3,36.3,"4.42",
"McMahon, Ryan","641857","2020","193","9","18",".215",".419",".295",".203",".389",".286","90.1","9.2",27.1,11.2,4.7,23.4,0.9,43,67.7,27.2,44.3,77.4,31.4,"4.61",
"Smith, Dominic","642086","2020","199","10","14",".316",".616",".377",".303",".566",".365","89.8","10.8",43,13.3,5.9,28.1,3.7,46.7,71.7,33.8,60.4,81.1,26,"4.5",
"Adames, Willy","642715","2020","205","8","20",".259",".481",".332",".229",".394",".305","88.8","12.5",36.9,9.9,9,23.4,3.6,40.5,69.1,26.3,44,68.8,38.7,"4.34",
"Kiner-Falefa, Isiah","643396","2020","228","3","14",".280",".370",".329",".260",".340",".312","87.2","0.8",22.2,2.2,2.8,27.2,3.9,31.1,65.5,27.4,67.3,90.5,15.8,"4.25",
"McNeil, Jeff","643446","2020","209","4","20",".311",".454",".383",".277",".407",".355","86.6","11.5",37,2.5,6.8,32.1,4.9,26.5,83.1,32.4,73.1,86.1,17.5,"4.13",
"Robles, Victor","645302","2020","189","3","9",".220",".315",".293",".205",".280",".284","82.2","19",37.3,1.7,5.1,21.2,11.9,22.9,73.2,29.2,56.5,76.6,27.1,"4.39",
"Devers, Rafael","646240","2020","248","11","13",".263",".483",".310",".256",".460",".304","93","10.6",33.3,12.1,5.5,22.4,0.6,43.6,74.1,38.6,60.3,72.2,31.5,"4.38",
"Jimenez, Eloy","650391","2020","226","14","12",".296",".559",".332",".278",".540",".317","92.4","5.7",32.9,16.5,7,20.9,2.5,55.7,75.6,37.8,60.2,77.5,29.2,"4.45",
"Schwarber, Kyle","656941","2020","224","11","30",".188",".393",".308",".224",".441",".340","92.8","8.8",28.8,11.2,8.8,20.8,4.8,47.2,62.2,27.9,60,78.1,28,"4.36",
"Verdugo, Alex","657077","2020","221","6","17",".308",".478",".367",".238",".369",".305","87","5.9",31.2,6.4,5.1,23.6,3.8,34.4,57.8,27.8,68,87.3,18.7,"4.25",
"White, Evan","657108","2020","202","8","18",".176",".346",".252",".190",".387",".269","91.7","13.7",27.3,14.1,8.1,20.2,3,52.5,63.1,24.5,38.6,71,38,"4.37",
"Laureano, Ramon","657656","2020","222","6","24",".213",".366",".338",".230",".403",".353","87.7","12.3",34.4,9.4,4.7,21.9,6.3,34.4,57.4,23.3,51.4,84.7,25,"4.36",
"Moncada, Yoan","660162","2020","231","6","28",".225",".385",".320",".207",".336",".306","87.8","13.9",33.8,6.2,4.6,27.7,3.1,33.1,63.1,27.5,48.3,79.8,30.5,,
